User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
0,0,2022,4,26,05:20,$83.71,Swipe Transaction,7-Eleven,Monterey Park,NY,91752.0,5300.0,,No
0,0,2022,4,26,09:45,$13.69,Online Transaction,Shell,Los Angeles,CA,90001.0,5300.0,,No
0,0,2022,4,26,14:23,$77.25,Online Transaction,Best Buy,Pasadena,TX,90001.0,4900.0,,No
0,0,2022,4,26,18:34,$41.21,Swipe Transaction,Best Buy,Monterey Park,CA,91752.0,5300.0,,No
0,0,2022,4,26,20:09,$101.17,Chip Transaction,Target,La Verne,NY,90001.0,7832.0,,No
0,0,2022,4,26,23:22,$55.76,Chip Transaction,Costco,Pasadena,NV,91754.0,5300.0,,Yes
0,0,2022,4,27,00:47,$83.09,Swipe Transaction,Target,Monterey Park,NV,90001.0,5300.0,,No
0,0,2022,4,27,04:08,$147.68,Chip Transaction,Target,Los Angeles,NV,90210.0,5651.0,,No
0,0,2022,4,27,08:51,$71.42,Swipe Transaction,7-Eleven,Pasadena,NV,91754.0,4900.0,Card Declined,No
0,0,2022,4,27,09:24,$131.87,Chip Transaction,Starbucks,Monterey Park,CA,90001.0,5411.0,,No
0,0,2022,4,27,13:52,$118.08,Online Transaction,Starbucks,Pasadena,CA,90001.0,7832.0,,No
0,0,2022,4,27,14:47,$68.32,Online Transaction,7-Eleven,Mira Loma,NY,90210.0,5300.0,,No
0,0,2022,4,27,14:59,$149.4,Online Transaction,Shell,Mira Loma,TX,90001.0,5411.0,,No
0,0,2022,4,27,18:15,$148.92,Online Transaction,Walmart,Monterey Park,NV,90001.0,5300.0,,No
0,0,2022,4,27,18:53,$37.25,Chip Transaction,Costco,La Verne,NV,91754.0,4900.0,,No
0,0,2022,4,27,19:55,$50.59,Swipe Transaction,Best Buy,Pasadena,NY,91752.0,4900.0,,No
0,0,2022,4,28,00:55,$48.11,Online Transaction,Target,Pasadena,NY,90001.0,5411.0,,No
0,0,2022,4,28,01:54,$103.2,Swipe Transaction,Costco,La Verne,NV,90210.0,7538.0,Expired Card,No
0,0,2022,4,28,06:31,$6.9,Swipe Transaction,Walmart,La Verne,TX,91752.0,5651.0,,No
0,0,2022,4,28,10:42,$119.39,Swipe Transaction,Best Buy,Monterey Park,CA,91750.0,5300.0,,No
0,0,2022,4,28,15:26,$99.3,Online Transaction,Costco,Monterey Park,TX,91750.0,5411.0,,No
0,0,2022,4,28,16:20,$60.14,Swipe Transaction,Shell,Mira Loma,NY,91750.0,5300.0,Technical Glitch,No
0,0,2022,4,28,20:21,$2.83,Swipe Transaction,Walmart,Los Angeles,CA,90001.0,7832.0,,No
0,0,2022,4,29,00:54,$67.15,Online Transaction,Starbucks,Pasadena,NY,91754.0,4900.0,,No
0,0,2022,4,29,01:31,$136.15,Online Transaction,Target,La Verne,NV,90001.0,5651.0,,No
0,0,2022,4,29,02:21,$105.88,Swipe Transaction,Target,La Verne,NV,91750.0,4900.0,,No
0,0,2022,4,29,05:17,$109.68,Online Transaction,Shell,Pasadena,CA,91754.0,4900.0,,Yes
0,0,2022,4,29,07:58,$129.41,Swipe Transaction,Best Buy,Pasadena,NV,91750.0,7538.0,Transaction Timeout,No
0,0,2022,4,29,09:09,$26.66,Swipe Transaction,Target,La Verne,TX,90001.0,5300.0,,No
0,0,2022,4,29,13:34,$24.92,Chip Transaction,Shell,Pasadena,TX,91752.0,5300.0,,No
0,0,2022,4,29,13:46,$104.19,Swipe Transaction,7-Eleven,Mira Loma,NV,91752.0,5411.0,,No
0,0,2022,4,29,14:20,$46.24,Swipe Transaction,Amazon,Pasadena,NY,91752.0,5651.0,,No
0,0,2022,4,29,16:29,$127.53,Swipe Transaction,Costco,Pasadena,NV,91752.0,5651.0,,No
0,0,2022,4,29,19:09,$97.35,Online Transaction,Amazon,Los Angeles,NV,91754.0,7832.0,Account Closed,Yes
0,0,2022,4,29,22:29,$73.62,Online Transaction,7-Eleven,Mira Loma,CA,90001.0,5411.0,,No
0,0,2022,4,30,00:52,$24.99,Chip Transaction,Amazon,Pasadena,NV,90210.0,5651.0,,No
0,0,2022,4,30,03:03,$131.97,Swipe Transaction,Amazon,Monterey Park,TX,90001.0,5300.0,Card Reported Lost,No
0,0,2022,4,30,07:06,$7.22,Online Transaction,Amazon,Monterey Park,TX,90210.0,5651.0,,No
0,0,2022,4,30,08:15,$147.13,Chip Transaction,Best Buy,Monterey Park,TX,91752.0,5651.0,,No
0,0,2022,4,30,08:30,$132.99,Online Transaction,Best Buy,La Verne,TX,91750.0,7832.0,,No
0,0,2022,4,30,08:59,$96.82,Online Transaction,7-Eleven,Los Angeles,TX,90001.0,5411.0,,No
0,0,2022,4,30,12:24,$87.7,Swipe Transaction,Walmart,Monterey Park,TX,91752.0,4900.0,,No
0,0,2022,4,30,15:39,$19.48,Online Transaction,Amazon,Los Angeles,CA,90210.0,5300.0,,No
0,0,2022,4,30,20:11,$82.55,Swipe Transaction,Shell,Monterey Park,NV,91752.0,7832.0,,No
0,0,2022,5,1,01:07,$65.44,Swipe Transaction,Best Buy,Mira Loma,CA,90210.0,7538.0,,No
0,0,2022,5,1,03:10,$96.07,Swipe Transaction,Amazon,Monterey Park,CA,91750.0,7538.0,Expired Card,No
0,0,2022,5,1,03:49,$145.46,Chip Transaction,Target,Mira Loma,CA,91750.0,4900.0,,No
0,0,2022,5,1,05:11,$79.43,Chip Transaction,Walmart,Monterey Park,NV,91752.0,5300.0,,No
0,0,2022,5,1,07:14,$75.18,Swipe Transaction,Costco,Los Angeles,TX,91750.0,7832.0,,No
0,0,2022,5,1,09:31,$114.7,Online Transaction,Best Buy,Pasadena,TX,91752.0,7538.0,,No
0,0,2022,5,1,13:43,$103.52,Swipe Transaction,7-Eleven,Pasadena,TX,90210.0,5300.0,,No
0,0,2022,5,1,14:16,$130.28,Online Transaction,Walmart,La Verne,NY,90001.0,7832.0,,No
0,0,2022,5,1,17:34,$136.55,Chip Transaction,Amazon,Pasadena,TX,91750.0,4900.0,,No
0,0,2022,5,1,17:45,$18.77,Swipe Transaction,Amazon,Mira Loma,TX,91752.0,4900.0,,No
0,0,2022,5,1,17:56,$140.01,Online Transaction,Target,Los Angeles,NV,91752.0,5651.0,,No
0,0,2022,5,1,21:54,$79.72,Online Transaction,Target,Pasadena,CA,91750.0,4900.0,,No
0,0,2022,5,2,00:15,$73.3,Online Transaction,Costco,Pasadena,NY,90001.0,5300.0,,No
0,0,2022,5,2,00:33,$65.55,Chip Transaction,Walmart,La Verne,CA,91750.0,5651.0,,No
0,0,2022,5,2,00:59,$51.75,Swipe Transaction,Best Buy,La Verne,NV,90210.0,5300.0,,No
0,0,2022,5,2,05:00,$84.62,Online Transaction,Best Buy,Pasadena,CA,90001.0,7538.0,,No
0,0,2022,5,2,07:16,$81.11,Chip Transaction,Best Buy,Pasadena,CA,91754.0,4900.0,,No
0,0,2022,5,2,07:30,$121.32,Chip Transaction,Best Buy,Los Angeles,TX,91750.0,4900.0,,No
0,0,2022,5,2,07:59,$118.36,Swipe Transaction,Best Buy,Monterey Park,NV,90001.0,7538.0,,No
0,0,2022,5,2,12:50,$133.88,Chip Transaction,Target,Monterey Park,NY,91754.0,7832.0,,No
0,0,2022,5,2,13:07,$49.46,Online Transaction,Amazon,Mira Loma,TX,90001.0,7832.0,,No
0,0,2022,5,2,15:00,$146.68,Swipe Transaction,Target,Mira Loma,NV,90001.0,5651.0,,No
0,0,2022,5,2,18:45,$4.49,Swipe Transaction,7-Eleven,Pasadena,CA,91754.0,5300.0,Account Closed,No
0,0,2022,5,2,19:37,$58.6,Chip Transaction,Best Buy,Mira Loma,CA,90210.0,5651.0,,No
0,0,2022,5,2,21:06,$86.69,Chip Transaction,Walmart,Pasadena,NY,90210.0,5300.0,,No
0,0,2022,5,2,22:20,$144.85,Swipe Transaction,7-Eleven,La Verne,NY,91754.0,5411.0,,No
0,0,2022,5,3,02:15,$146.28,Chip Transaction,Target,Mira Loma,TX,90001.0,5300.0,,No
0,0,2022,5,3,05:57,$74.22,Online Transaction,Best Buy,Monterey Park,NV,91754.0,7538.0,,No
0,0,2022,5,3,08:47,$65.14,Chip Transaction,Walmart,Los Angeles,NV,91750.0,4900.0,,No
0,0,2022,5,3,12:19,$62.54,Chip Transaction,Best Buy,Los Angeles,TX,91754.0,7832.0,,No
0,0,2022,5,3,16:05,$109.94,Online Transaction,7-Eleven,Los Angeles,TX,91752.0,4900.0,,No
0,0,2022,5,3,20:38,$96.13,Swipe Transaction,Amazon,Pasadena,CA,90001.0,5651.0,,No
0,0,2022,5,3,23:12,$89.11,Swipe Transaction,Walmart,La Verne,NY,90001.0,4900.0,,No
0,0,2022,5,3,23:31,$133.35,Online Transaction,Amazon,Monterey Park,TX,91752.0,5300.0,,No
0,0,2022,5,4,04:03,$137.44,Online Transaction,Amazon,Monterey Park,TX,91754.0,5411.0,,No
0,0,2022,5,4,05:53,$149.76,Online Transaction,7-Eleven,Pasadena,NV,91752.0,4900.0,,Yes
0,0,2022,5,4,10:18,$49.54,Online Transaction,Target,Los Angeles,NY,91750.0,5411.0,,No
0,0,2022,5,4,13:41,$70.86,Chip Transaction,Target,Pasadena,CA,90210.0,7832.0,,No
0,0,2022,5,4,18:40,$7.54,Online Transaction,Starbucks,Mira Loma,NY,91750.0,5411.0,,No
0,0,2022,5,4,19:39,$33.69,Swipe Transaction,7-Eleven,Mira Loma,NY,91754.0,5411.0,,No
0,0,2022,5,5,00:32,$79.8,Online Transaction,Amazon,Pasadena,NV,91754.0,7832.0,,No
0,0,2022,5,5,03:44,$67.79,Online Transaction,Costco,Los Angeles,CA,91752.0,7832.0,,No
0,0,2022,5,5,07:22,$104.21,Chip Transaction,Amazon,La Verne,CA,91754.0,7538.0,,No
0,0,2022,5,5,09:08,$31.72,Online Transaction,7-Eleven,Los Angeles,TX,91754.0,7832.0,,No
0,0,2022,5,5,13:16,$82.77,Chip Transaction,Walmart,La Verne,TX,91750.0,7832.0,Incorrect PIN,Yes
0,0,2022,5,5,17:15,$116.34,Swipe Transaction,Costco,Los Angeles,TX,91750.0,7538.0,,No
0,0,2022,5,5,20:50,$137.02,Swipe Transaction,Starbucks,Los Angeles,NV,90210.0,5300.0,,No
0,0,2022,5,5,21:11,$60.04,Swipe Transaction,Amazon,Monterey Park,CA,90001.0,5411.0,,No
0,0,2022,5,5,22:31,$44.3,Online Transaction,Target,La Verne,NV,90001.0,7832.0,,No
0,0,2022,5,5,23:10,$118.63,Chip Transaction,Costco,La Verne,NY,91752.0,5300.0,Account Closed,No
0,0,2022,5,6,00:32,$52.85,Swipe Transaction,Shell,Pasadena,TX,90210.0,5411.0,,No
0,0,2022,5,6,05:11,$101.83,Online Transaction,Amazon,Monterey Park,CA,91750.0,4900.0,,No
0,0,2022,5,6,08:28,$70.62,Online Transaction,Best Buy,Mira Loma,TX,90210.0,7538.0,,No
0,0,2022,5,6,08:57,$59.94,Online Transaction,7-Eleven,Mira Loma,NV,91752.0,5411.0,,No
0,0,2022,5,6,12:06,$46.6,Swipe Transaction,Starbucks,Pasadena,CA,91752.0,5300.0,,No
0,0,2022,5,6,16:04,$95.77,Swipe Transaction,Best Buy,Pasadena,NV,91750.0,7832.0,,No
0,0,2022,5,6,16:20,$26.77,Swipe Transaction,Walmart,Los Angeles,NY,90001.0,5411.0,Exceeds Withdrawal Limit,No
0,0,2022,5,6,19:23,$99.68,Swipe Transaction,Amazon,Pasadena,CA,91754.0,5300.0,,No
0,0,2022,5,6,22:10,$125.28,Swipe Transaction,Walmart,Pasadena,NY,90001.0,7832.0,,No
0,0,2022,5,7,02:53,$63.34,Chip Transaction,Best Buy,Mira Loma,TX,91752.0,7832.0,,No
0,0,2022,5,7,07:21,$32.13,Swipe Transaction,Walmart,Monterey Park,NV,91752.0,5651.0,,No
0,0,2022,5,7,09:00,$58.9,Swipe Transaction,Shell,La Verne,CA,91752.0,5300.0,,No
0,0,2022,5,7,12:35,$22.01,Chip Transaction,Starbucks,Pasadena,TX,91750.0,5651.0,,No
0,0,2022,5,7,14:18,$79.3,Chip Transaction,Costco,La Verne,NV,91752.0,7538.0,,No
0,0,2022,5,7,18:05,$2.89,Online Transaction,Best Buy,Monterey Park,CA,91754.0,7538.0,,No
0,0,2022,5,7,21:05,$144.84,Online Transaction,Best Buy,Pasadena,NV,90001.0,5411.0,,No
0,0,2022,5,7,22:06,$80.09,Online Transaction,Amazon,Mira Loma,CA,91752.0,7832.0,,No
0,0,2022,5,7,22:16,$66.42,Chip Transaction,Target,Pasadena,CA,91752.0,5300.0,,No
0,0,2022,5,8,00:28,$41.56,Online Transaction,Best Buy,Los Angeles,CA,90001.0,7832.0,,No
0,0,2022,5,8,03:41,$70.86,Online Transaction,Walmart,Pasadena,TX,91752.0,5300.0,,No
0,0,2022,5,8,05:56,$58.69,Chip Transaction,Starbucks,Pasadena,NV,91752.0,4900.0,Insufficient Funds,No
0,0,2022,5,8,06:35,$83.35,Online Transaction,Shell,Monterey Park,CA,90001.0,7832.0,,No
0,0,2022,5,8,07:59,$42.91,Online Transaction,Amazon,La Verne,TX,91750.0,7538.0,,No
0,0,2022,5,8,09:39,$112.9,Swipe Transaction,Best Buy,Monterey Park,CA,90001.0,4900.0,,No
0,0,2022,5,8,12:37,$15.67,Chip Transaction,Costco,Pasadena,NV,90001.0,4900.0,,No
0,0,2022,5,8,14:55,$93.8,Chip Transaction,Shell,Pasadena,CA,91752.0,7832.0,Insufficient Funds,Yes
0,0,2022,5,8,16:46,$125.41,Online Transaction,7-Eleven,Pasadena,CA,91750.0,7538.0,,No
0,0,2022,5,8,21:32,$84.6,Online Transaction,Target,Monterey Park,NV,90001.0,7832.0,,No
0,0,2022,5,8,21:50,$37.98,Chip Transaction,7-Eleven,La Verne,CA,91752.0,7832.0,,No
0,0,2022,5,8,23:01,$100.0,Chip Transaction,Best Buy,Mira Loma,NY,90210.0,7832.0,,No
0,0,2022,5,9,01:04,$82.78,Chip Transaction,Starbucks,Mira Loma,NV,90001.0,4900.0,,No
0,0,2022,5,9,04:06,$26.75,Chip Transaction,Costco,La Verne,NY,91754.0,7538.0,,No
0,0,2022,5,9,05:28,$124.24,Swipe Transaction,Amazon,La Verne,TX,91750.0,7832.0,,No
0,0,2022,5,9,08:34,$61.83,Online Transaction,Walmart,Monterey Park,NV,90210.0,7538.0,,No
0,0,2022,5,9,08:55,$39.55,Chip Transaction,Shell,Mira Loma,CA,90001.0,5651.0,,No
0,0,2022,5,9,12:39,$95.2,Chip Transaction,Walmart,La Verne,CA,90210.0,5651.0,,No
0,0,2022,5,9,15:14,$100.83,Swipe Transaction,Amazon,La Verne,TX,90001.0,7538.0,,No
0,0,2022,5,9,19:43,$98.59,Online Transaction,Shell,Mira Loma,CA,90001.0,7832.0,,No
0,0,2022,5,10,00:35,$57.57,Online Transaction,Starbucks,Los Angeles,TX,90210.0,4900.0,,No
0,0,2022,5,10,02:26,$31.58,Swipe Transaction,7-Eleven,Pasadena,NY,91750.0,5300.0,,No
0,0,2022,5,10,03:59,$105.43,Swipe Transaction,Shell,Los Angeles,CA,90210.0,5651.0,,No
0,0,2022,5,10,08:37,$28.58,Online Transaction,Best Buy,La Verne,NV,90001.0,4900.0,Account Closed,No
0,0,2022,5,10,09:51,$52.91,Chip Transaction,Shell,Monterey Park,NV,90210.0,7832.0,,No
0,0,2022,5,10,13:16,$22.14,Online Transaction,Walmart,Monterey Park,NV,91754.0,5651.0,,No
0,0,2022,5,10,15:23,$77.31,Online Transaction,7-Eleven,Mira Loma,CA,90210.0,4900.0,,No
0,0,2022,5,10,16:09,$45.09,Online Transaction,Best Buy,La Verne,CA,90001.0,5651.0,,No
0,0,2022,5,10,16:52,$60.39,Online Transaction,Costco,Monterey Park,NV,91750.0,7832.0,,No
0,0,2022,5,10,21:04,$92.64,Swipe Transaction,7-Eleven,Monterey Park,TX,90001.0,7538.0,,No
0,0,2022,5,11,00:04,$27.75,Chip Transaction,Amazon,Pasadena,CA,90210.0,7538.0,,No
0,0,2022,5,11,00:23,$26.84,Swipe Transaction,Starbucks,La Verne,TX,90001.0,7538.0,,No
0,0,2022,5,11,02:24,$82.33,Online Transaction,Best Buy,Pasadena,CA,91754.0,5300.0,,No
0,0,2022,5,11,04:59,$72.93,Online Transaction,Shell,Mira Loma,CA,90001.0,7538.0,,No
0,0,2022,5,11,06:14,$124.47,Online Transaction,Walmart,Monterey Park,CA,90210.0,7538.0,,No
0,0,2022,5,11,09:39,$91.63,Chip Transaction,Costco,Pasadena,NY,91750.0,5300.0,Merchant Not Found,No
0,0,2022,5,11,12:42,$98.32,Online Transaction,Best Buy,Los Angeles,CA,90210.0,7538.0,,No
0,0,2022,5,11,12:52,$29.43,Chip Transaction,Amazon,Monterey Park,TX,91754.0,5411.0,Invalid CVV,No
0,0,2022,5,11,15:58,$135.79,Online Transaction,Amazon,Monterey Park,CA,91752.0,5651.0,Technical Glitch,No
0,0,2022,5,11,19:52,$62.16,Online Transaction,Target,Mira Loma,NY,91752.0,5651.0,Transaction Timeout,No
0,0,2022,5,11,21:24,$40.16,Chip Transaction,Walmart,Monterey Park,CA,90001.0,5651.0,,No
0,0,2022,5,12,00:13,$118.98,Swipe Transaction,Amazon,Monterey Park,CA,90001.0,4900.0,,Yes
0,0,2022,5,12,03:34,$113.05,Chip Transaction,Amazon,Los Angeles,CA,90001.0,5411.0,Incorrect PIN,No
0,0,2022,5,12,05:48,$44.17,Chip Transaction,Costco,Mira Loma,NV,91752.0,7538.0,,No
0,0,2022,5,12,08:10,$78.15,Chip Transaction,Walmart,Los Angeles,NV,91754.0,4900.0,,No
0,0,2022,5,12,08:23,$58.5,Swipe Transaction,Shell,Los Angeles,TX,90210.0,7832.0,,No
0,0,2022,5,12,10:50,$141.57,Swipe Transaction,7-Eleven,Los Angeles,NY,91754.0,4900.0,Card Reported Lost,Yes
0,0,2022,5,12,15:10,$120.66,Online Transaction,Starbucks,Pasadena,NV,91754.0,5411.0,,No
0,0,2022,5,12,19:07,$85.69,Online Transaction,Costco,La Verne,TX,91754.0,5651.0,,No
0,0,2022,5,12,21:21,$76.05,Chip Transaction,Target,Pasadena,NY,91750.0,5651.0,,No
0,0,2022,5,12,23:23,$57.62,Online Transaction,Target,Pasadena,NY,91752.0,4900.0,Card Reported Lost,Yes
0,0,2022,5,13,00:49,$35.51,Chip Transaction,Starbucks,Los Angeles,CA,91754.0,5651.0,,No
0,0,2022,5,13,04:54,$79.86,Chip Transaction,Target,Pasadena,CA,91754.0,5411.0,,No
0,0,2022,5,13,06:53,$18.16,Online Transaction,7-Eleven,Pasadena,TX,90001.0,4900.0,,No
0,0,2022,5,13,10:56,$107.62,Online Transaction,Costco,Pasadena,NY,91752.0,7832.0,,No
0,0,2022,5,13,14:54,$60.0,Online Transaction,Amazon,Mira Loma,NV,90210.0,5411.0,,No
0,0,2022,5,13,19:42,$14.54,Swipe Transaction,7-Eleven,Monterey Park,CA,91750.0,5411.0,,No
0,0,2022,5,13,23:32,$119.61,Online Transaction,Walmart,La Verne,NV,90210.0,5411.0,,No
0,0,2022,5,13,23:53,$94.25,Online Transaction,Shell,Monterey Park,NV,91752.0,5411.0,,No
0,0,2022,5,14,04:13,$63.11,Online Transaction,Target,La Verne,NV,90001.0,5300.0,,No
0,0,2022,5,14,04:41,$146.22,Chip Transaction,7-Eleven,La Verne,TX,90001.0,7832.0,,No
0,0,2022,5,14,08:41,$122.73,Online Transaction,7-Eleven,La Verne,TX,90210.0,5651.0,,No
0,0,2022,5,14,13:06,$20.27,Swipe Transaction,Target,Mira Loma,NY,90210.0,4900.0,,No
0,0,2022,5,14,14:06,$102.57,Chip Transaction,Walmart,Los Angeles,TX,90210.0,7832.0,,No
0,0,2022,5,14,15:05,$129.93,Chip Transaction,Best Buy,Monterey Park,NV,90210.0,5651.0,,No
0,0,2022,5,14,17:37,$55.43,Online Transaction,Target,La Verne,NV,91752.0,5300.0,,No
0,0,2022,5,14,22:36,$79.36,Swipe Transaction,Best Buy,Los Angeles,CA,91752.0,4900.0,,No
0,0,2022,5,15,01:46,$57.85,Swipe Transaction,7-Eleven,Pasadena,TX,91750.0,5651.0,Insufficient Funds,No
0,0,2022,5,15,06:33,$76.12,Online Transaction,Shell,Los Angeles,CA,90210.0,7538.0,,No
0,0,2022,5,15,09:26,$59.6,Chip Transaction,Shell,Mira Loma,NY,91750.0,7538.0,Technical Glitch,Yes
0,0,2022,5,15,11:27,$92.22,Chip Transaction,Walmart,Los Angeles,TX,91752.0,4900.0,,No
0,0,2022,5,15,15:53,$54.18,Chip Transaction,Amazon,Mira Loma,TX,91752.0,5300.0,Transaction Timeout,No
0,0,2022,5,15,17:17,$31.59,Swipe Transaction,Best Buy,Mira Loma,TX,91750.0,4900.0,,No
0,0,2022,5,15,19:39,$146.56,Online Transaction,Costco,Monterey Park,CA,91752.0,5300.0,,Yes
0,0,2022,5,15,20:04,$131.53,Online Transaction,Costco,Pasadena,TX,91754.0,5651.0,Invalid CVV,No
0,0,2022,5,15,21:58,$131.94,Online Transaction,Costco,Pasadena,TX,90001.0,4900.0,,No
0,0,2022,5,16,00:28,$133.4,Chip Transaction,Best Buy,La Verne,NY,90210.0,7832.0,,No
0,0,2022,5,16,04:05,$5.77,Online Transaction,Shell,La Verne,CA,91750.0,4900.0,,No
0,0,2022,5,16,04:18,$118.29,Swipe Transaction,Starbucks,Monterey Park,NY,91750.0,5651.0,,No
0,0,2022,5,16,06:49,$41.83,Chip Transaction,Costco,Monterey Park,TX,90210.0,7538.0,,No
0,0,2022,5,16,09:33,$8.4,Swipe Transaction,Starbucks,Mira Loma,NY,90001.0,4900.0,,No
0,0,2022,5,16,09:54,$61.62,Swipe Transaction,Amazon,Monterey Park,CA,90001.0,4900.0,,No
0,0,2022,5,16,14:22,$106.25,Chip Transaction,Best Buy,Monterey Park,TX,90001.0,5411.0,,No
0,0,2022,5,16,16:49,$28.59,Chip Transaction,Starbucks,Pasadena,CA,90001.0,5651.0,,No
0,0,2022,5,16,17:32,$60.41,Online Transaction,Starbucks,Mira Loma,NV,90001.0,5300.0,Incorrect PIN,No
0,0,2022,5,16,18:41,$3.11,Online Transaction,Starbucks,Pasadena,NV,91752.0,5411.0,,No
0,0,2022,5,16,20:41,$142.72,Swipe Transaction,Walmart,Los Angeles,NY,91754.0,5300.0,Duplicate Transaction,No
0,0,2022,5,16,21:00,$43.28,Chip Transaction,Amazon,Monterey Park,NV,91750.0,5651.0,,No
0,0,2022,5,16,22:57,$45.51,Online Transaction,Amazon,Monterey Park,NV,90001.0,7832.0,,No
0,0,2022,5,17,03:23,$144.72,Online Transaction,Target,La Verne,NV,90210.0,5300.0,,No
0,0,2022,5,17,07:14,$60.23,Online Transaction,Starbucks,Los Angeles,NY,91750.0,5300.0,,No
0,0,2022,5,17,09:09,$38.52,Swipe Transaction,Target,Monterey Park,TX,91750.0,4900.0,,No
0,0,2022,5,17,10:11,$134.83,Online Transaction,Walmart,Pasadena,NY,91754.0,7832.0,Transaction Timeout,No
0,0,2022,5,17,13:13,$136.37,Chip Transaction,Target,La Verne,NY,91750.0,5411.0,,No
0,0,2022,5,17,14:13,$142.07,Swipe Transaction,Best Buy,Mira Loma,CA,90001.0,5300.0,,No
0,0,2022,5,17,17:50,$64.75,Swipe Transaction,Shell,Los Angeles,NY,90210.0,5300.0,,No
0,0,2022,5,17,20:59,$63.32,Swipe Transaction,Best Buy,Pasadena,NV,90001.0,5300.0,,No
0,0,2022,5,17,21:30,$107.59,Online Transaction,7-Eleven,Monterey Park,TX,90210.0,5300.0,,No
0,0,2022,5,17,21:41,$131.02,Online Transaction,Shell,Pasadena,NY,91752.0,5651.0,,No
0,0,2022,5,18,00:19,$51.96,Swipe Transaction,Shell,La Verne,NY,90001.0,4900.0,,No
0,0,2022,5,18,04:04,$42.34,Chip Transaction,Best Buy,La Verne,NV,90210.0,5300.0,,No
0,0,2022,5,18,06:35,$129.06,Swipe Transaction,Costco,La Verne,TX,91750.0,7538.0,,No
0,0,2022,5,18,09:18,$95.48,Online Transaction,Walmart,Pasadena,TX,90001.0,5411.0,,No
0,0,2022,5,18,12:23,$66.12,Chip Transaction,Amazon,Pasadena,NY,90001.0,5300.0,,No
0,0,2022,5,18,13:45,$83.54,Swipe Transaction,Costco,Pasadena,NY,91750.0,5411.0,,No
0,0,2022,5,18,17:08,$149.42,Chip Transaction,Amazon,Mira Loma,NV,91750.0,5300.0,,No
0,0,2022,5,18,20:39,$20.6,Online Transaction,Target,Pasadena,TX,91750.0,4900.0,,No
0,0,2022,5,18,22:39,$32.29,Swipe Transaction,Best Buy,Los Angeles,CA,90210.0,4900.0,,No
0,0,2022,5,19,03:27,$124.65,Chip Transaction,Shell,Los Angeles,NV,91752.0,4900.0,,No
0,0,2022,5,19,07:35,$148.34,Swipe Transaction,Best Buy,Pasadena,CA,91754.0,5651.0,,No
0,0,2022,5,19,09:46,$23.87,Swipe Transaction,Starbucks,Monterey Park,CA,91750.0,5300.0,,No
0,0,2022,5,19,13:20,$56.34,Swipe Transaction,7-Eleven,La Verne,NV,91752.0,7538.0,Issuer Unavailable,No
0,0,2022,5,19,17:04,$92.01,Swipe Transaction,Shell,Pasadena,CA,90210.0,5300.0,,No
0,0,2022,5,19,21:05,$121.39,Chip Transaction,Starbucks,Los Angeles,NY,91752.0,4900.0,,No
0,0,2022,5,19,23:27,$42.08,Swipe Transaction,Starbucks,Monterey Park,NY,91750.0,5651.0,,No
0,0,2022,5,20,02:42,$97.46,Chip Transaction,Shell,Pasadena,NY,91752.0,4900.0,,No
0,0,2022,5,20,05:08,$99.46,Chip Transaction,Amazon,Monterey Park,CA,91750.0,4900.0,Card Blocked by Bank,Yes
0,0,2022,5,20,08:04,$97.02,Chip Transaction,Costco,Pasadena,NV,91754.0,4900.0,,No
0,0,2022,5,20,12:28,$34.21,Chip Transaction,Best Buy,La Verne,NV,91754.0,5411.0,,No
0,0,2022,5,20,16:23,$46.34,Online Transaction,Shell,La Verne,NV,91750.0,5411.0,Incorrect PIN,No
0,0,2022,5,20,17:36,$58.42,Online Transaction,Target,Los Angeles,CA,91750.0,5300.0,,No
0,0,2022,5,20,19:45,$145.46,Online Transaction,Walmart,Pasadena,NV,91750.0,7538.0,,No
0,0,2022,5,20,23:45,$114.27,Swipe Transaction,Target,Monterey Park,CA,91750.0,7538.0,,No
0,0,2022,5,21,01:29,$63.55,Online Transaction,7-Eleven,Pasadena,NY,90210.0,7538.0,,No
0,0,2022,5,21,02:37,$39.45,Online Transaction,Amazon,Los Angeles,NV,90001.0,4900.0,,No
0,0,2022,5,21,03:26,$104.76,Swipe Transaction,Costco,Monterey Park,NY,91752.0,5651.0,,No
0,0,2022,5,21,05:11,$140.86,Chip Transaction,Amazon,Los Angeles,NY,90001.0,5651.0,,No
0,0,2022,5,21,07:46,$52.92,Chip Transaction,7-Eleven,La Verne,NV,90001.0,7538.0,,No
0,0,2022,5,21,08:54,$140.68,Online Transaction,Target,Monterey Park,CA,91754.0,5300.0,,No
0,0,2022,5,21,11:38,$5.38,Swipe Transaction,Shell,La Verne,TX,91752.0,5651.0,,Yes
0,0,2022,5,21,13:57,$93.76,Swipe Transaction,7-Eleven,Los Angeles,NV,90210.0,5300.0,Exceeds Withdrawal Limit,No
0,0,2022,5,21,15:46,$67.58,Chip Transaction,Best Buy,Pasadena,NV,90210.0,5651.0,Transaction Timeout,No
0,0,2022,5,21,19:25,$2.06,Online Transaction,Walmart,La Verne,TX,91750.0,5300.0,,No
0,0,2022,5,21,20:39,$102.69,Swipe Transaction,Best Buy,Pasadena,NY,91754.0,4900.0,,No
